#SIT RIGHT & LEFT 
2700	177	254	204	271	0
2710	178	222	205	239	0

#BRACE RIGHT & LEFT 
2800	768	210	785	241	0
2810	768	242	785	273	0
#Tail Attack
2930	2	276	31	305	0
2931	2	308	31	337	0
2932	55	276	84	305	0
2933	55	308	84	337	0
#SLOW FALL
2940	294	243	323	272	0
2941	356	243	385	272	0
2942	292	211	321	240	0
2943	355	211	384	240	0


###TRANSFORM
#SMALL TO BIG RIGHT
4000	13	132	28	159	0
4001	45	132	60	159	0
4002	77	132	92	159	0
#SMALL TO BIG LEFT
4003	109	132	124	159	0
4004	141	132	156	159	0
4005	173	132	188	159	0
4006	240	128	257	145	0
4007	256	128	273	145	0
4008	288	128	305	145	0
4009	320	128	337	145	0

-1	0	0	0	0	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
###TRANSFORM
#SMALL TO BIG RIGHT
4000	4000	75	4001	75	4000	75	4001	75	4000	75	4001	75	4000	75	4002	75	4000	75	4002	75	4000	75	4002	75
#SMALL TO BIG LEFT
4001	4003	75	4004	75	4003	75	4004	75	4003	75	4004	75	4003	75	4005	75	4003	75	4005	75	4003	75	4005	75
#BIG TO SMALL RIGHT
4002	4002	75	4000	75	4002	75	4000	75	4002	75	4000	75	4001	75	4000	75	4001	75	4000	75	4001	75	4000	75
#BIG TO SMALL LEFT
4003	4005	75	4003	75	4005	75	4003	75	4005	75	4003	75	4004	75	4003	75	4004	75	4003	75	4004	75	4003	75
#SMOKE
4004	4006	75	4007	75	4008	75	4009	75	4006	75
###
01000	01000	100
1010	1010	100

#WALKING RIGHT & LEFT 
1100	1000	100	1100	100	1101	100
1110	1010	100	1110	100	1111	100
0

#RUNNING RIGHT & LEFT
1200	1000	50	1100	50	1101	50
1210	1010	50	1110	50	1111	50

#RUNNING FULL
1300	1300	50	1301	50	1302	50
1310	1310	50	1311	50	1312	50

#JUMP
1400	1400	100
1410	1410	100


#FALL
1500	1500	100
1510	1510	100


#JUMP FULL
1600	1600	100
1610	1610	100

#SIT RIGHT & LEFT 
1700	1700	100
1710	1710	100


#BRACE RIGHT & LEFT 
1800	1800	100
1810	1810	100

#IDLE HOLD
1900	1900	100
1910	1910	100

#RUN HOLD
1901	1900	50	1901	50	1902	50
1911	1910	50	1911	50	1912	50

#JUMP HOLD
1902	1902	100
1912	1912	100

#KICK
1903	1903	100
1913	1913	100

#DIE
3000	3000	100



################### SMALL #################
2	0	100
10	10	100


#WALK LEFT & RIGHT 
100	0	100	100	100	101	100
110	10	100	110	100	111	100


#RUNNING LEFT & RIGHT 
200	0	50	100	50	101	50
210	10	50	110	50	111	50


#RUN FULL LEFT & RIGHT
300	300	50	301	50	302	50
310	310	50	311	50	312	50


#BRACE LEFT & RIGHT
800	800	100
810	810	100


#JUMP 
400	400	100
410	410	100


#JUMP FULL 
600	600	100
610	610	100

#IDLE HOLD
900	900	100
910	910	100
901	901	100
911	911	100

#RUN HOLD
902	900	50	901	50
912	910	50	911	50

#KICK
903	903	100
913	913	100


################### RACOON #################
#IDLE LEFT & RIGHT
2000	2000	100
2010	2010	100

#WALK LEFT & RIGHT
2100	2000	100	2100	100	2101	100
2110	2010	100	2110	100	2111	100


#RUN LEFT & RIGHT
2200	2000	50	2100	50	2101	50
2210	2010	50	2110	50	2111	50


#RUN FULL LEFT & RIGHT
2300	2300	50	2301	50	2302	50
2310	2310	50	2311	50	2312	50


#JUMP
2400	2400	100
2410	2410	100

#FALL
2500	2500	100
2510	2510	100


#JUMP FULL
2600	2600	100
2610	2610	100


#SIT RIGHT & LEFT 
2700	2700	100
2710	2710	100


#BRACE RIGHT & LEFT 
2800	2800	100
2810	2810	100

#IDLE HOLD
2900	2900	100
2910	2910	100


#RUN HOLD
2901	2900	50	2901	50	2902	50
2911	2910	50	2911	50	2912	50

#JUMP HOLD
2902	2902	100
2912	2912	100

#KICK
2903	2903	100
2913	2913	100


#TAIL Attack
2930	2930	60	2931	60	2932	60	2933	60	2930	60
2931	2932	60	2931	60	2930	60	2933	60	2932	60

#SLOW FALL
2940	2940	100	2941	100
2942	2942	100	2943	100
